회사명,종목코드,시장,감사인,감사의견,비고
대우건설,047040,유가,삼일회계법인,적정의견,
포스코인터내셔널,047050,유가,한영회계법인,적정의견,
한화오션,042660,유가,삼일회계법인,적정의견,
삼표시멘트,038500,코스닥,삼정회계법인,적정의견,
진양화학,051630,유가,삼화회계법인,적정의견,
HLB이노베이션,024850,코스닥,한영회계법인,적정의견,
SM C&C,048550,코스닥,삼일회계법인,적정의견,
승일,049830,코스닥,삼일회계법인,적정의견,
TPC로보틱스,048770,코스닥,광교회계법인,적정의견,
코메론,049430,코스닥,한울회계법인,적정의견,
빌리언스,044480,코스닥,동현회계법인,적정의견,
삼화네트웍스,046390,코스닥,도원회계법인,적정의견,
성광벤드,014620,코스닥,서현회계법인,적정의견,
유라테크,048430,코스닥,우리회계법인,적정의견,
삼현철강,017480,코스닥,안경회계법인,적정의견,
오픈베이스,049480,코스닥,삼일회계법인,적정의견,
라온시큐어,042510,코스닥,삼정회계법인,적정의견,
삼양케이씨아이,036670,코스닥,한영회계법인,적정의견,
오로라,039830,코스닥,대주회계법인,적정의견,
금화피에스시,036190,코스닥,삼일회계법인,적정의견,
코다코,046070,코스닥,삼덕회계법인,의견거절,
인바디,041830,코스닥,성현회계법인,적정의견,
고려제약,014570,코스닥,대성회계법인,적정의견,
크린앤사이언스,045520,코스닥,선일회계법인,적정의견,
KD,044180,코스닥,한미회계법인,의견거절,
이글벳,044960,코스닥,대주회계법인,적정의견,
아즈텍WB,032080,코스닥,성현회계법인,적정의견,
두산에너빌리티,034020,유가,삼정회계법인,적정의견,
오리콤,010470,코스닥,삼정회계법인,적정의견,
위닉스,044340,코스닥,도원회계법인,적정의견,
상지건설,042940,코스닥,한영회계법인,적정의견,
한국내화,010040,유가,대현회계법인,적정의견,
엔피케이,048830,코스닥,동현회계법인,적정의견,
삼천당제약,000250,코스닥,선진회계법인,적정의견,
에이치케이,044780,코스닥,정인회계법인,적정의견,
정원엔시스,045510,코스닥,도원회계법인,적정의견,
한양이엔지,045100,코스닥,삼일회계법인,적정의견,
누리플렉스,040160,코스닥,서현회계법인,적정의견,
에쎈테크,043340,코스닥,삼도회계법인,적정의견,
국순당,043650,코스닥,삼일회계법인,적정의견,
엘컴텍,037950,코스닥,삼정회계법인,적정의견,
이오테크닉스,039030,코스닥,한울회계법인,적정의견,
상상인,038540,코스닥,우리회계법인,적정의견,
서울제약,018680,코스닥,삼일회계법인,적정의견,
HLB파나진,046210,코스닥,한영회계법인,적정의견,
나노엔텍,039860,코스닥,한영회계법인,적정의견,
오공,045060,코스닥,대성삼경회계법인,적정의견,
알파AI,043100,코스닥,태성회계법인,의견거절,
비츠로테크,042370,코스닥,삼일회계법인,적정의견,
코아시아,045970,코스닥,삼일회계법인,적정의견,
정상제이엘에스,040420,코스닥,정진세림회계법인,적정의견,
진양제약,007370,코스닥,삼정회계법인,적정의견,
KT지니뮤직,043610,코스닥,삼정회계법인,적정의견,
진성티이씨,036890,코스닥,안진회계법인,적정의견,
현대에이치티,039010,코스닥,삼정회계법인,적정의견,
삼아제약,009300,코스닥,한영회계법인,적정의견,
파루,043200,코스닥,성현회계법인,적정의견,
에스씨디,042110,코스닥,한영회계법인,적정의견,
한국정보공학,039740,코스닥,한미회계법인,적정의견,
디오,039840,코스닥,대주회계법인,적정의견,
네오위즈홀딩스,042420,코스닥,삼일회계법인,적정의견,
다산네트웍스,039560,코스닥,태성회계법인,적정의견,
바이오스마트,038460,코스닥,대주회계법인,적정의견,
우리기술,032820,코스닥,정동회계법인,적정의견,
안국약품,001540,코스닥,대주회계법인,적정의견,
세중,039310,코스닥,태일회계법인,적정의견,
우리기술투자,041190,코스닥,신한회계법인,적정의견,
케이바이오랩스,038530,코스닥,삼화회계법인,적정의견,
HRS,036640,코스닥,성현회계법인,적정의견,
에스에이엠티,031330,코스닥,삼일회계법인,적정의견,
위즈코프,038620,코스닥,한길회계법인,적정의견,
이건홀딩스,039020,코스닥,삼정회계법인,적정의견,
파인디지털,038950,코스닥,신한회계법인,적정의견,
나이스정보통신,036800,코스닥,한영회계법인,적정의견,
SG&G,040610,코스닥,우리회계법인,적정의견,
아이에이,038880,코스닥,태성회계법인,적정의견,
에스넷,038680,코스닥,대주회계법인,적정의견,
에스엠,041510,코스닥,삼정회계법인,적정의견,
아이티센엔텍,010280,코스닥,한영회계법인,적정의견,
쎄니트,037760,코스닥,안진회계법인,적정의견,
대성미생물,036480,코스닥,한울회계법인,적정의견,
에코플라스틱,038110,코스닥,한울회계법인,적정의견,
케이엠더블유,032500,코스닥,태성회계법인,적정의견,
화성밸브,039610,코스닥,안경회계법인,적정의견,
경남스틸,039240,코스닥,대주회계법인,적정의견,
마크로젠,038290,코스닥,삼정회계법인,적정의견,
희림,037440,코스닥,이촌회계법인,적정의견,
레드캡투어,038390,코스닥,삼일회계법인,적정의견,
솔브레인홀딩스,036830,코스닥,한영회계법인,적정의견,
에프에스티,036810,코스닥,한울회계법인,적정의견,
코맥스,036690,코스닥,삼정회계법인,적정의견,
EG,037370,코스닥,도원회계법인,적정의견,
EG,037370,코스닥,도원회계법인,적정의견,
감성코퍼레이션,036620,코스닥,대현회계법인,적정의견,
성도이엔지,037350,코스닥,대주회계법인,적정의견,
제일테크노스,038010,코스닥,신우회계법인,적정의견,
한세예스24홀딩스,016450,유가,삼화회계법인,적정의견,
무림SP,001810,코스닥,한영회계법인,적정의견,
세종텔레콤,036630,코스닥,다산회계법인,적정의견,
심텍홀딩스,036710,코스닥,신한회계법인,적정의견,
파세코,037070,코스닥,인덕회계법인,적정의견,
KZ정밀,036560,코스닥,삼일회계법인,적정의견,
SGC E&C,016250,코스닥,한영회계법인,적정의견,
서희건설,035890,코스닥,대주회계법인,적정의견,
주성엔지니어링,036930,코스닥,한영회계법인,적정의견,
케이티알파,036030,코스닥,삼일회계법인,적정의견,
대성홀딩스,016710,유가,,,최근 2년 사업보고서 없음
다우데이타,032190,코스닥,삼정회계법인,적정의견,
동진쎄미켐,005290,코스닥,정동회계법인,적정의견,
선광,003100,코스닥,삼일회계법인,적정의견,
에이치엠넥스,036170,코스닥,태성회계법인,적정의견,
제이에스티나,026040,코스닥,삼정회계법인,적정의견,
한국팩키지,037230,코스닥,한울회계법인,적정의견,
삼지전자,037460,코스닥,삼일회계법인,적정의견,
우리엔터프라이즈,037400,코스닥,대성삼경회계법인,적정의견,
대원제약,003220,유가,삼정회계법인,적정의견,
한국가스공사,036460,유가,안진회계법인,적정의견,
네패스,033640,코스닥,삼일회계법인,적정의견,
인지디스플레,037330,코스닥,삼정회계법인,적정의견,
위지트,036090,코스닥,한울회계법인,적정의견,
유니셈,036200,코스닥,대주회계법인,적정의견,
유성티엔에스,024800,코스닥,한영회계법인,적정의견,
코리아나,027050,코스닥,대주회계법인,적정의견,
골드앤에스,035290,코스닥,이촌회계법인,적정의견,
서울평가정보,036120,코스닥,한영회계법인,적정의견,
서울전자통신,027040,코스닥,삼덕회계법인,적정의견,
대성창투,027830,코스닥,대주회계법인,적정의견,
예림당,036000,코스닥,신한회계법인,적정의견,
미래아이앤지,007120,유가,신우회계법인,적정의견,
CJ ENM,035760,코스닥,삼정회계법인,적정의견,
이지홀딩스,035810,코스닥,삼덕회계법인,적정의견,
기산텔레콤,035460,코스닥,대주회계법인,적정의견,
화천기공,000850,유가,선일회계법인,적정의견,
화천기공,000850,유가,선일회계법인,적정의견,
팜스코,036580,유가,,,최근 2년 사업보고서 없음
케이티앤지,033780,유가,한영회계법인,적정의견,
HD한국조선해양,009540,유가,삼정회계법인,적정의견,
디씨엠,024090,유가,,,최근 2년 사업보고서 없음
바른손이앤에이,035620,코스닥,예일회계법인,적정의견,
솔본,035610,코스닥,우리회계법인,적정의견,
시공테크,020710,코스닥,서현회계법인,적정의견,
신일제약,012790,코스닥,인덕회계법인,적정의견,
조아제약,034940,코스닥,삼도회계법인,적정의견,
AK홀딩스,006840,유가,안진회계법인,적정의견,
HS애드,035000,유가,삼일회계법인,적정의견,
대한유화,006650,유가,대주회계법인,적정의견,
백산,035150,유가,삼일회계법인,,
체시스,033250,유가,안경회계법인,적정의견,
인성정보,033230,코스닥,삼정회계법인,적정의견,
그래디언트,035080,코스닥,안진회계법인,적정의견,
동국산업,005160,코스닥,우리회계법인,적정의견,
매일홀딩스,005990,코스닥,삼일회계법인,적정의견,
해성산업,034810,코스닥,한울회계법인,적정의견,
자화전자,033240,유가,안진회계법인,적정의견,
케이티,030200,유가,,,최근 2년 사업보고서 없음
엑시큐어하이트론,019490,유가,신한회계법인,적정의견,
제일기획,030000,유가,삼정회계법인,적정의견,
한국정보통신,025770,코스닥,한영회계법인,적정의견,
파라텍,033540,코스닥,신한회계법인,적정의견,
동성화인텍,033500,코스닥,,,감사의견 절을 못 찾음
스틱인베스트먼트,026890,유가,,,최근 2년 사업보고서 없음
케이씨,029460,유가,,,최근 2년 사업보고서 없음
드래곤플라이,030350,코스닥,삼일회계법인,적정의견,
엠케이전자,033160,코스닥,,,감사의견 절을 못 찾음
엠투엔,033310,코스닥,삼일회계법인,적정의견,
제이씨현시스템,033320,코스닥,신한회계법인,적정의견,
포스코엠텍,009520,코스닥,한영회계법인,적정의견,
스페코,013810,코스닥,신한회계법인,적정의견,
좋은사람들,033340,코스닥,신한회계법인,적정의견,
대원화성,024890,유가,,,최근 2년 사업보고서 없음
로젠,033290,코스닥,동현회계법인,적정의견,
모아텍,033200,코스닥,안진회계법인,적정의견,
코콤,015710,코스닥,대주회계법인,적정의견,
E1,017940,유가,삼정회계법인,적정의견,
SK가스,018670,유가,삼정회계법인,적정의견,
다우기술,023590,유가,삼정회계법인,적정의견,
영보화학,014440,유가,삼정회계법인,적정의견,
제룡전기,033100,코스닥,삼일회계법인,적정의견,
제이엠아이,033050,코스닥,선진회계법인,적정의견,
디지틀조선,033130,코스닥,삼도회계법인,적정의견,
와이지-원,019210,코스닥,한영회계법인,적정의견,
특수건설,026150,코스닥,대성회계법인,적정의견,
아이즈비전,031310,코스닥,삼덕회계법인,적정의견,
SKC,011790,유가,한영회계법인,적정의견,
동일기연,032960,코스닥,대주회계법인,적정의견,
소프트센,032680,코스닥,대주회계법인,적정의견,
원익,032940,코스닥,한울회계법인,적정의견,
원풍물산,008290,코스닥,한길회계법인,적정의견,
한국주강,025890,유가,삼덕회계법인,적정의견,
삼진,032750,코스닥,현대회계법인,적정의견,
더라미,032860,코스닥,삼덕회계법인,적정의견,
비트컴퓨터,032850,코스닥,정동회계법인,적정의견,
엠젠솔루션,032790,코스닥,삼일회계법인,적정의견,
판타지오,032800,코스닥,신우회계법인,적정의견,
디와이덕양,024900,유가,삼정회계법인,적정의견,
에쓰씨엔지니어링,023960,유가,,,감사의견 절을 못 찾음
인지컨트롤스,023800,유가,신한회계법인,적정의견,
GC메디아이,032620,코스닥,한영회계법인,적정의견,
피델릭스,032580,코스닥,대성회계법인,적정의견,
TJ미디어,032540,코스닥,대주회계법인,적정의견,
휴맥스홀딩스,028080,코스닥,삼일회계법인,적정의견,
삼일,032280,코스닥,안경회계법인,적정의견,
경동인베스트,012320,유가,서현회계법인,적정의견,
뉴인텍,012340,코스닥,삼일회계법인,적정의견,
아이티센씨티에스,031820,유가,한영회계법인,적정의견,
에스제이엠홀딩스,025530,유가,,,최근 2년 사업보고서 없음
오스템,031510,코스닥,안진회계법인,적정의견,
디에이치엑스컴퍼니,031860,코스닥,대주회계법인,의견거절,
피에스케이홀딩스,031980,코스닥,신한회계법인,적정의견,
SK하이닉스,000660,유가,,,최근 2년 사업보고서 없음
INVENI,015360,유가,삼일회계법인,적정의견,
MH에탄올,023150,유가,안경회계법인,적정의견,
동남합성,023450,유가,삼덕회계법인,적정의견,
삼성E&A,028050,유가,한영회계법인,적정의견,
신도리코,029530,유가,한영회계법인,적정의견,
온타이드,005320,유가,삼일회계법인,적정의견,
퍼시스,016800,유가,삼화회계법인,적정의견,
세보엠이씨,011560,코스닥,대주회계법인,적정의견,
한일단조,024740,코스닥,대성삼경회계법인,적정의견,
WISCOM,024070,유가,한울회계법인,적정의견,
동원수산,030720,유가,삼정회계법인,적정의견,
미래산업,025560,유가,,,최근 2년 사업보고서 없음
다올투자증권,030210,유가,한영회계법인,적정의견,
양지사,030960,코스닥,안경회계법인,적정의견,
HDC,012630,유가,삼일회계법인,적정의견,
광전자,017900,유가,정진세림회계법인,적정의견,
한국단자공업,025540,유가,,,감사의견 절을 못 찾음
원익홀딩스,030530,코스닥,한영회계법인,적정의견,
한컴,030520,코스닥,한영회계법인,적정의견,
메이슨캐피탈,021880,코스닥,삼덕회계법인,적정의견,
광무,029480,코스닥,삼일회계법인,적정의견,
대호특수강,021040,코스닥,삼정회계법인,적정의견,
디아이,003160,유가,,,최근 2년 사업보고서 없음
신성이엔지,011930,유가,,,최근 2년 사업보고서 없음
티에이치엔,019180,유가,선일회계법인,적정의견,
한온시스템,018880,유가,삼정회계법인,적정의견,
HLB,028300,코스닥,삼정회계법인,적정의견,
팜스토리,027710,코스닥,삼정회계법인,적정의견,
블루산업개발,006740,유가,,,최근 2년 사업보고서 없음
세원정공,021820,유가,,,최근 2년 사업보고서 없음
유니온,000910,유가,,,최근 2년 사업보고서 없음
키다리스튜디오,020120,유가,신한회계법인,적정의견,
한국제지,027970,유가,,,최근 2년 사업보고서 없음
한섬,020000,유가,삼정회계법인,적정의견,
현대엘리베이터,017800,유가,삼일회계법인,적정의견,
환인제약,016580,유가,삼정회계법인,적정의견,
삼보판지,023600,코스닥,대성삼경회계법인,적정의견,
삼목에스폼,018310,코스닥,대주회계법인,적정의견,
에이스침대,003800,코스닥,신한회계법인,적정의견,
원익큐브,014190,코스닥,한울회계법인,적정의견,
계룡건설산업,013580,유가,대주회계법인,적정의견,
서원,021050,유가,,,최근 2년 사업보고서 없음
에스원,012750,유가,삼일회계법인,적정의견,
태경산업,015890,유가,,,최근 2년 사업보고서 없음
리드코프,012700,코스닥,삼일회계법인,적정의견,
유니슨,018000,코스닥,대주회계법인,적정의견,
아난티,025980,코스닥,대주회계법인,적정의견,
광진실업,026910,코스닥,서현회계법인,적정의견,
인터엠,017250,코스닥,신한회계법인,적정의견,
신대양제지,016590,유가,우리회계법인,적정의견,
와이투솔루션,011690,유가,안진회계법인,적정의견,
남해화학,025860,유가,삼정회계법인,적정의견,
동원모빌리티,018500,유가,,,감사의견 절을 못 찾음
우성머티리얼스,011300,유가,대주회계법인,적정의견,
성우하이텍,015750,코스닥,안경회계법인,적정의견,
대신정보통신,020180,코스닥,안진회계법인,적정의견,
대신정보통신,020180,코스닥,안진회계법인,적정의견,
서부T&D,006730,코스닥,삼일회계법인,적정의견,
HMM,011200,유가,삼일회계법인,적정의견,
경인양행,012610,유가,한울회계법인,적정의견,
풀무원,017810,유가,삼일회계법인,적정의견,
서울도시가스,017390,유가,한울회계법인,적정의견,
이구산업,025820,유가,삼정회계법인,적정의견,
동신건설,025950,코스닥,한미회계법인,적정의견,
동화기업,025900,코스닥,안진회계법인,적정의견,
에넥스,011090,유가,삼일회계법인,적정의견,
에이프로젠,007460,유가,,,최근 2년 사업보고서 없음
차AI헬스케어,025620,유가,삼정회계법인,적정의견,
한국카본,017960,유가,대주회계법인,적정의견,
신라에스지,025870,코스닥,삼정회계법인,적정의견,
케이씨피드,025880,코스닥,다산회계법인,적정의견,
한탑,002680,코스닥,신우회계법인,,
한국선재,025550,코스닥,신우회계법인,적정의견,
DH오토웨어,025440,코스닥,EY한영회계법인,적정의견,
DH오토웨어,025440,코스닥,EY한영회계법인,적정의견,
시노펙스,025320,코스닥,,,감사의견 절을 못 찾음
PN풍년,024940,코스닥,예지회계법인,적정의견,
삼천리자전거,024950,코스닥,우리회계법인,적정의견,
메디앙스,014100,코스닥,삼덕회계법인,적정의견,
KBI메탈,024840,코스닥,대주회계법인,적정의견,
경창산업,024910,코스닥,한울회계법인,적정의견,
대륙제관,004780,코스닥,성현회계법인,적정의견,
동원개발,013120,코스닥,한울회계법인,적정의견,
세원물산,024830,코스닥,한미회계법인,적정의견,
케이피에프,024880,코스닥,한영회계법인,적정의견,
KPX케미칼,025000,유가,삼정회계법인,적정의견,
TP,007980,유가,삼정회계법인,적정의견,
에스엠벡셀,010580,유가,우리회계법인,적정의견,
KB오토시스,024120,코스닥,삼정회계법인,적정의견,
신원종합개발,017000,코스닥,,,"ReadTimeout: HTTPSConnectionPool(host='dart.fss.or.kr', port"
흥구석유,024060,코스닥,한울회계법인,적정의견,
대한약품,023910,코스닥,한울회계법인,적정의견,
이화공영,001840,코스닥,광교회계법인,적정의견,
풍국주정,023900,코스닥,삼정회계법인,적정의견,
대림제지,017650,코스닥,대성삼경회계법인,적정의견,
대한광통신,010170,코스닥,태일회계법인,적정의견,
동일스틸럭스,023790,코스닥,안경회계법인,적정의견,
플레이위드,023770,코스닥,삼정회계법인,적정의견,
한국캐피탈,023760,코스닥,삼정회계법인,적정의견,
한일사료,005860,코스닥,현대회계법인,적정의견,
KC그린홀딩스,009440,유가,삼일회계법인,의견거절,
문배철강,008420,유가,한영회계법인,적정의견,
웅진,016880,유가,,,최근 2년 사업보고서 없음
모베이스전자,012860,코스닥,진일회계법인,적정의견,
국영지앤엠,006050,코스닥,한울회계법인,적정의견,
유진기업,023410,코스닥,한영회계법인,적정의견,
제이스코홀딩스,023440,코스닥,한영회계법인,의견거절,
보성파워텍,006910,코스닥,대주회계법인,적정의견,
브이티,018290,코스닥,현대회계법인,적정의견,
태광,023160,코스닥,,,감사의견 절을 못 찾음
HL D&I,014790,유가,삼정회계법인,적정의견,
오뚜기,007310,유가,성현회계법인,적정의견,
와이엠,007530,코스닥,서우회계법인,적정의견,
엘에스일렉트릭,010120,유가,안진회계법인,적정의견,
신라섬유,001000,코스닥,삼정회계법인,적정의견,
원일특강,012620,코스닥,삼정회계법인,적정의견,
서한,011370,코스닥,,,감사의견 절을 못 찾음
대양금속,009190,유가,동현회계법인,적정의견,
이화산업,000760,유가,,,최근 2년 사업보고서 없음
동원시스템즈,014820,유가,삼일회계법인,적정의견,
졸스,018700,코스닥,예일회계법인,적정의견,
부방,014470,코스닥,삼일회계법인,적정의견,
삼성중공업,010140,유가,삼일회계법인,적정의견,
모토닉,009680,유가,서현회계법인,적정의견,
화신,010690,유가,,,최근 2년 사업보고서 없음
소노스퀘어,007720,코스닥,대주회계법인,적정의견,
유니크,011320,코스닥,삼일회계법인,적정의견,
진로발효,018120,코스닥,삼도회계법인,적정의견,
청보,013720,코스닥,한울회계법인,적정의견,
삼보산업,009620,코스닥,성현회계법인,한정의견,
푸드웰,005670,코스닥,삼일회계법인,적정의견,
푸른저축은행,007330,코스닥,신한회계법인,적정의견,
피제이전자,006140,코스닥,이정회계법인,적정의견,
베뉴지,019010,코스닥,도원회계법인,적정의견,
엠에스씨,009780,코스닥,삼덕회계법인,적정의견,
SP삼화,000390,유가,삼일회계법인,적정의견,
경동나비엔,009450,유가,,,감사의견 절을 못 찾음
대동금속,020400,코스닥,한영회계법인,적정의견,
대원산업,005710,코스닥,광교회계법인,적정의견,
큐캐피탈,016600,코스닥,예일회계법인,적정의견,
한국가구,004590,코스닥,대주회계법인,적정의견,
디모아,016670,코스닥,동성회계법인,적정의견,
중앙에너비스,000440,코스닥,,,감사의견 절을 못 찾음
DB,012030,유가,삼덕회계법인,적정의견,
SGC에너지,005090,유가,삼일회계법인,적정의견,
삼륭물산,014970,코스닥,대주회계법인,적정의견,
대림바스,005750,유가,삼일회계법인,적정의견,
경동제약,011040,코스닥,한영회계법인,적정의견,
원풍,008370,코스닥,삼덕회계법인,적정의견,
네이처셀,007390,코스닥,삼일회계법인,적정의견,
삼일기업공사,002290,코스닥,한울회계법인,적정의견,
일지테크,019540,코스닥,정인회계법인,적정의견,
한일화학,007770,코스닥,성현회계법인,적정의견,
한국알콜,017890,코스닥,태일회계법인,적정의견,
대주산업,003310,코스닥,우리회계법인,적정의견,
글로본,019660,코스닥,현대회계법인,적정의견,
대한해운,005880,유가,,,최근 2년 사업보고서 없음
세명전기,017510,코스닥,안경회계법인,적정의견,
휴니드테크놀러지스,005870,유가,한미회계법인,적정의견,
수산세보틱스,017550,유가,동성회계법인,적정의견,
에이티넘인베스트,021080,코스닥,삼덕회계법인,적정의견,
롯데케미칼,011170,유가,한영회계법인,적정의견,
대동기어,008830,코스닥,안경회계법인,적정의견,
세아베스틸지주,001430,유가,삼일회계법인,적정의견,
호텔신라,008770,유가,안진회계법인,적정의견,
태경비케이,014580,유가,대현회계법인,적정의견,
화승코퍼레이션,013520,유가,우리회계법인,적정의견,
신흥,004080,유가,,,최근 2년 사업보고서 없음
화승인더스트리,006060,유가,한울회계법인,적정의견,
극동유화,014530,유가,삼일회계법인,적정의견,
고려산업,002140,유가,,,최근 2년 사업보고서 없음
피에스텍,002230,코스닥,삼일회계법인,적정의견,
대현,016090,유가,,,최근 2년 사업보고서 없음
케이비아이동국실업,001620,유가,삼일회계법인,적정의견,
광명전기,017040,유가,,,최근 2년 사업보고서 없음
부산산업,011390,유가,서현회계법인,적정의견,
STX,011810,유가,삼정회계법인,의견거절,
고려아연,010130,유가,삼일회계법인,적정의견,
이렘,009730,코스닥,선진회계법인,,
팜젠사이언스,004720,유가,태일회계법인,적정의견,
무림페이퍼,009200,유가,삼일회계법인,적정의견,
현대차증권,001500,유가,,,최근 2년 사업보고서 없음
금비,008870,유가,삼도회계법인,적정의견,
원림,005820,유가,서현회계법인,적정의견,
서흥,008490,유가,,,최근 2년 사업보고서 없음
성문전자,014910,유가,이촌회계법인,적정의견,
HLB글로벌,003580,유가,한영회계법인,적정의견,
일진홀딩스,015860,유가,삼일회계법인,적정의견,
대영포장,014160,유가,동성회계법인,적정의견,
영화금속,012280,유가,대주회계법인,적정의견,
신풍제약,019170,유가,삼일회계법인,적정의견,
동성제약,002210,유가,한울회계법인,적정의견,
카스,016920,코스닥,신우회계법인,적정의견,
아센디오,012170,유가,정동회계법인,적정의견,
한올바이오파마,009420,유가,삼정회계법인,적정의견,
하이록코리아,013030,코스닥,안경회계법인,적정의견,
유니켐,011330,유가,,,최근 2년 사업보고서 없음
대창,012800,유가,,,최근 2년 사업보고서 없음
일성건설,013360,유가,,,최근 2년 사업보고서 없음
까뮤이앤씨,013700,유가,삼도회계법인,적정의견,
보락,002760,유가,한울회계법인,적정의견,
선도전기,007610,유가,,,감사의견 절을 못 찾음
씨아이테크,004920,유가,,,"ReadTimeout: HTTPSConnectionPool(host='dart.fss.or.kr', port"
광동제약,009290,유가,현대회계법인,적정의견,
갤럭시아에스엠,011420,유가,리안회계법인,적정의견,
남성,004270,유가,,,최근 2년 사업보고서 없음
KISCO홀딩스,001940,유가,삼정회계법인,적정의견,
태영건설,009410,유가,,,최근 2년 사업보고서 없음
한국특강,007280,유가,한길회계법인,적정의견,
한솔로지스틱스,009180,유가,삼일회계법인,적정의견,
SYTS,002170,유가,삼덕회계법인,적정의견,
SK텔레콤,017670,유가,,,감사의견 절을 못 찾음
진양폴리우레탄,010640,유가,삼화회계법인,적정의견,
미창석유공업,003650,유가,대주회계법인,적정의견,
삼익THK,004380,유가,정인회계법인,적정의견,
미원상사,002840,유가,다산회계법인,적정의견,
서연,007860,유가,대주회계법인,적정의견,
SBI인베스트먼트,019550,코스닥,신한회계법인,적정의견,
세우글로벌,013000,유가,다산회계법인,적정의견,
현대모비스,012330,유가,한영회계법인,적정의견,
KG케미칼,001390,유가,삼일회계법인,적정의견,
아진전자부품,009320,유가,선일회계법인,적정의견,
현대해상,001450,유가,안진회계법인,적정의견,
현대지에프홀딩스,005440,유가,삼일회계법인,적정의견,
한국전력공사,015760,유가,,,감사의견 절을 못 찾음
한국전력공사,015760,유가,,,감사의견 절을 못 찾음
국도화학,007690,유가,도원회계법인,적정의견,
녹십자,006280,유가,한영회계법인,적정의견,
SIMPAC,009160,유가,한영회계법인,적정의견,
윌비스,008600,유가,신한회계법인,의견거절,
대창단조,015230,유가,우리회계법인,적정의견,
사조산업,007160,유가,인덕회계법인,적정의견,
한익스프레스,014130,유가,서현회계법인,적정의견,
사조동아원,008040,유가,서우회계법인,적정의견,
경인전자,009140,유가,,,최근 2년 사업보고서 없음
무림P&P,009580,유가,삼일회계법인,적정의견,
인디에프,014990,유가,한영회계법인,적정의견,
디와이,013570,유가,,,최근 2년 사업보고서 없음
방림,003610,유가,,,최근 2년 사업보고서 없음
DKME,015590,유가,동현회계법인,적정의견,
한솔케미칼,014680,유가,삼일회계법인,적정의견,
퍼스텍,010820,유가,,,최근 2년 사업보고서 없음
GMI벤처,019570,코스닥,우리회계법인,적정의견,
동원산업,006040,유가,,,최근 2년 사업보고서 없음
대덕,008060,유가,,,최근 2년 사업보고서 없음
한성기업,003680,유가,,,최근 2년 사업보고서 없음
모헨즈,006920,코스닥,서우회계법인,적정의견,
이스타코,015020,유가,다산회계법인,의견거절,
태림포장,011280,유가,삼정회계법인,적정의견,
아세아제지,002310,유가,삼정회계법인,적정의견,
화천기계,010660,유가,삼화회계법인,적정의견,
CJ씨푸드,011150,유가,삼일회계법인,적정의견,
SHD,001770,유가,삼도회계법인,적정의견,
조일알미늄,018470,유가,삼덕회계법인,적정의견,
에스엘,005850,유가,,,최근 2년 사업보고서 없음
영원무역홀딩스,009970,유가,삼일회계법인,적정의견,
보령,003850,유가,삼정회계법인,적정의견,
이건산업,008250,유가,삼정회계법인,적정의견,
모나리자,012690,유가,삼정회계법인,적정의견,
대구백화점,006370,유가,태일회계법인,적정의견,
우성,006980,유가,,,최근 2년 사업보고서 없음
유성기업,002920,유가,태성회계법인,적정의견,
한일철강,002220,유가,,,최근 2년 사업보고서 없음
삼익악기,002450,유가,,,감사의견 절을 못 찾음
HS화성,002460,유가,,,감사의견 절을 못 찾음
DN오토모티브,007340,유가,한울회계법인,적정의견,
보해양조,000890,유가,안진회계법인,적정의견,
보해양조,000890,유가,안진회계법인,적정의견,
상상인증권,001290,유가,우리회계법인,적정의견,
혜인,003010,유가,삼정회계법인,적정의견,
금강공업,014280,유가,안경회계법인,적정의견,
MDS스피어,009810,유가,대현회계법인,적정의견,
율촌화학,008730,유가,한영회계법인,적정의견,
신원,009270,유가,,,최근 2년 사업보고서 없음
동방,004140,유가,,,최근 2년 사업보고서 없음
한국쉘석유,002960,유가,삼일회계법인,,
부광약품,003000,유가,안진회계법인,적정의견,
풍산홀딩스,005810,유가,,,최근 2년 사업보고서 없음
부국증권,001270,유가,우리회계법인,적정의견,
계양전기,012200,유가,,,감사의견 절을 못 찾음
한솔테크닉스,004710,유가,,,감사의견 절을 못 찾음
DB증권,016610,유가,,,최근 2년 사업보고서 없음
한미사이언스,008930,유가,안진회계법인,적정의견,
삼진제약,005500,유가,한울회계법인,적정의견,
POSCO홀딩스,005490,유가,,,감사의견 절을 못 찾음
범양건영,002410,유가,신한회계법인,의견거절,
파미셀,005690,유가,,,최근 2년 사업보고서 없음
동국홀딩스,001230,유가,안진회계법인,적정의견,
대원전선,006340,유가,삼도회계법인,적정의견,
이수화학,005950,유가,삼정회계법인,적정의견,
삼성증권,016360,유가,,,최근 2년 사업보고서 없음
삼영무역,002810,유가,신한회계법인,적정의견,
한양증권,001750,유가,한영회계법인,적정의견,
금호석유화학,011780,유가,안진회계법인,적정의견,
유안타증권,003470,유가,,,최근 2년 사업보고서 없음
제일파마홀딩스,002620,유가,,,감사의견 절을 못 찾음
에이엔피,015260,유가,,,최근 2년 사업보고서 없음
한창제지,009460,유가,삼일회계법인,적정의견,
넥센,005720,유가,,,최근 2년 사업보고서 없음
삼성공조,006660,유가,안경회계법인,적정의견,
세방전지,004490,유가,삼일회계법인,적정의견,
진원생명과학,011000,유가,대주회계법인,적정의견,
참엔지니어링,009310,유가,,,최근 2년 사업보고서 없음
한국무브넥스,010100,유가,동성회계법인,적정의견,
